smiles,mol_weight,qed,logp,predicted_affinity,affinity_uncertainty,predicted_koff,residence_time,source,mol_id,docking_success,vina_affinity,actual_pkd,sa_score,error,total_score,sa_value,pkd_error,rank_vina,multi_objective_score,rank_multi
CCC(C=CC(=O)O)CC(F)C1CNC(=O)C2CCC(C(C)C)C2C1.N,370.5090000000001,0.5899712171039905,3.978100000000002,6.0870466232299805,0.0,0.9046418779934285,1.1054098028471595,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0040,True,-12.15,8.911410671249886,4.810273861716745,,,,2.8243640480199055,39.0,0.6713028282481015,16.0
CCC1OC(=NC2NC(C)CC(C3CCNC3N)CC2C#N)C1C.O,351.49500000000006,0.6913522229594711,0.7533800000000015,6.302365303039551,4.76837158203125e-07,0.7060205602761579,1.4163893465210884,generated_molecules_2k_run1,generated_molecules_2k_run1_0012,True,-12.52,9.182786963296179,5.647326795245846,,,,2.880421660256628,32.0,0.6668490335460231,17.0
C.CCC1NC2COCCCC2CCCC1C.CCNCCC(=O)O,358.56700000000006,0.654127089858897,3.6765000000000017,6.226196765899658,4.76837158203125e-07,0.7707288521386075,1.297473160924512,generated_molecules_2k_run1,generated_molecules_2k_run1_0018,True,-13.9,10.194947187685056,3.9682728291781375,,,,3.9687504217853977,10.0,0.6656898787209409,18.0
CCC(C)CCC1CCN(C(O)CCC(C)O)C23CC2CCC3NC1,352.56300000000005,0.6281394096800214,3.1247000000000016,6.332703113555908,9.5367431640625e-07,0.6817865967750549,1.4667346477508545,generated5k,generated5k_0036,True,-11.17,8.192630222046192,5.410326157216714,,,,1.8599271084902842,55.0,0.6656826528879806,19.0
OCC1CCC2C(C1)CC(O)C2C1C=CCCC1,250.38199999999998,0.7398443116631285,2.7483000000000013,6.405165195465088,4.76837158203125e-07,0.6272163987159729,,multi_objective_5k_A100,multi_objective_5k_A100_0026,True,-8.475,6.215983986736032,4.2700278009228985,,0.8740770210836798,4.2700278009228985,0.18918120872905586,105.0,0.6651339260226442,20.0
CCCC1CNC(C2CC(=O)CC(C(CO)C3CCCCC3)C2)C=CCC(O)C1,405.62300000000033,0.5780474802137557,4.246000000000003,6.164435386657715,0.0,0.8275272555610975,1.2084194125086054,generated_molecules_2k_run1,generated_molecules_2k_run1_0030,True,-12.16,8.918745165629517,5.134650913461252,,,,2.754309778971802,38.0,0.6646135360776765,21.0
CCC=CC(CC)C(=C1NCCC(C)CC2=C1CCN2)C(O)O,320.47700000000003,0.46453025341384824,2.810500000000001,6.4449238777160645,2.384185791015625e-06,0.599153459072113,,multi_objective_5k_A100,multi_objective_5k_A100_0032,True,-11.58,8.493344491611001,4.591817039124135,,0.8706968384863121,4.591817039124135,2.048420613894937,50.0,0.6644087631702484,22.0
CCCCC(C)CCS1=CC(O)C(CC2CCCC2)C(C)CC1.CO.CO,404.70100000000014,0.4939234886308868,5.088100000000005,6.199746131896973,9.5367431640625e-07,0.7945604320959405,1.2585575113048837,generated_molecules_2k_run1,generated_molecules_2k_run1_0021,True,-11.89,8.720713817379517,4.8036211492446785,,,,2.5209676854825442,45.0,0.6627850266584403,23.0
OCC(=C1C=CNCC1)c1c#cc(O)c(C2=CCC=CC2)c1O,309.36500000000007,0.6478603672690777,2.6844800000000015,6.383868217468262,9.5367431640625e-07,0.6427852511405945,,multi_objective_5k_A100,multi_objective_5k_A100_0062,True,-9.507,6.9729038067138,4.828511800945861,,0.8514733518564741,4.828511800945861,0.5890355892455386,83.0,0.6613299473919764,24.0
CC1(O)CCCC2=C(C(N)C(=O)N2O)C1CCN,255.31799999999998,0.5059222732793504,-0.30089999999999906,6.396673679351807,4.76837158203125e-07,0.633378267288208,,multi_objective_5k_A100,multi_objective_5k_A100_0047,True,-10.98,8.05327482883323,4.639185029369093,,0.8601860875425135,4.639185029369093,1.656601149481423,60.0,0.6613195280770355,25.0
Br.CCCC1=CCN(C(C)=O)NCNCCCC1C(CC)CCCO,420.4360000000001,0.5527336045022588,3.3997000000000024,6.152606964111328,4.76837158203125e-07,0.8388735824524578,1.1920747308271253,generated_molecules_2k_run1,generated_molecules_2k_run1_0033,True,-10.89,7.987264379416564,4.731186429664731,,,,1.8346574153052355,61.0,0.6603392136852865,26.0
CCCCC(C)NC1CC(O)SCC(CCN)=NC1Cl,321.9180000000002,0.496987529344623,2.3333000000000004,6.446763515472412,4.76837158203125e-07,0.59788578748703,1.672560214996338,generated5k,generated5k_0012,True,-10.69,7.840574491823974,4.770139437758791,,,,1.3938109763515616,65.0,0.6586313774798328,27.0
C1CCCCC1.O=C1NC(O)C2OOC(CO)OC2C2CCCC12,343.4200000000001,0.6196543957727241,1.2254999999999998,6.356966018676758,9.5367431640625e-07,0.6630052855505557,1.5082836016452053,generated_molecules_2k_run1,generated_molecules_2k_run1_0010,True,-13.24,9.710870558629505,4.946505924835185,,,,3.3539045399527474,21.0,0.6576474587076125,28.0
CCN1CCC2CNC3=CC(O)C4CCCC5C(O)C(CCC2C1)C3N45,361.53000000000003,0.6545366412381133,1.1686000000000003,6.597609043121338,4.76837158203125e-07,0.5025687217712402,,multi_objective_5k_A100,multi_objective_5k_A100_0031,True,-13.33,9.776881008046171,5.367411111914393,,0.8716549771903249,5.367411111914393,3.1792719649248333,20.0,0.6557487569732078,29.0
CC(CC1C(=O)C2CCN=C3N=C4CC5=C(ONC5)N4CN(C1=O)C32)CC1CCCC1O,441.5320000000002,0.6352180474332297,1.1999000000000002,6.579860687255859,9.5367431640625e-07,0.5129436254501343,,multi_objective_5k_A100,multi_objective_5k_A100_0053,True,-10.5,7.701219098611012,5.779247991780226,,0.8549386621540398,5.779247991780226,1.1213584113551525,68.0,0.6554364438458805,30.0
CCCCC(O)CCC1CN(C)C(F)C#CC(C(C)C)S1,315.49799999999993,0.5724031586564865,3.688500000000003,6.246070384979248,1.430511474609375e-06,0.7532945190168436,1.3275020257749148,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0016,True,-10.61,7.7818985367869375,5.136708970565442,,,,1.5358281518076895,66.0,0.6541804339498934,31.0
NCCOC1CC(NC(=O)C2=CC(C3CCNCC3)CC2)CCC1O,351.4910000000001,0.5647439001100502,0.6959000000000011,6.363929271697998,1.430511474609375e-06,0.657711386680603,,multi_objective_5k_A100,multi_objective_5k_A100_0035,True,-8.753,6.419882930489733,4.2046097037188215,,0.8685058705245385,4.2046097037188215,0.05595365879173464,99.0,0.6535860929478927,32.0
FC1CCCC(C2CN(NC3CCCCN3)C=C=CN2)C1,294.4180000000001,0.6965260321548468,2.0189999999999997,6.548169136047363,0.0,0.5320046544075012,,multi_objective_5k_A100,multi_objective_5k_A100_0040,True,-13.74,10.077595277610982,5.302464122713804,,0.8654060848653299,5.302464122713804,3.5294261415636186,14.0,0.6529858067382339,33.0
CN=CC1CC2CC(C3CCCCC3)NCCC(C3CCC(C)N3)C2C1N.O,392.63200000000023,0.6442663980777616,2.530900000000001,6.144143104553223,9.5367431640625e-07,0.8470878405119353,1.180515115640962,generated_molecules_2k_run1,generated_molecules_2k_run1_0036,True,-13.18,9.666863592351728,5.06842860804395,,,,3.522720487798505,22.0,0.6529098506857922,34.0
COC1=CC(C2CCCCC2)=C(O)C(O)C1,224.29999999999993,0.7578074638981884,2.673700000000001,6.253201961517334,4.76837158203125e-07,0.7471348643302917,,multi_objective_5k_A100,multi_objective_5k_A100_0055,True,-7.813,5.730440458804556,3.516174623190768,,0.8539524086886587,3.516174623190768,0.5227615027127781,132.0,0.6525066162102167,35.0
CCC1CCC(N)CC1=C=CC1NCC2C3CCC(C)OC3CCC2C1C(F)F,408.57700000000017,0.6674339955919633,4.668300000000004,6.184329032897949,4.76837158203125e-07,0.8087894610790906,1.2364157152416346,generated_molecules_2k_run1,generated_molecules_2k_run1_0025,True,-10.32,7.569198199777681,5.658981056605652,,,,1.3848691668797315,71.0,0.6515089433938713,36.0
CC1C2NCC(C3CCOC3)=CCC2CC2CNCOC21,292.42300000000006,0.7194066182071817,1.5293,6.095033168792725,4.76837158203125e-07,0.8963619559368573,1.1156207527290942,generated_molecules_2k_run1,generated_molecules_2k_run1_0043,True,-13.56,9.945574378777652,5.192028499657866,,,,3.850541209984927,17.0,0.6514698090557018,37.0
CC1CCCC(C2=CNNCC2NCC(O)O)CC1,269.38899999999995,0.3786562839863223,0.4634000000000013,6.550332069396973,9.5367431640625e-07,0.5306815505027771,,multi_objective_5k_A100,multi_objective_5k_A100_0010,True,-10.87,7.972595390657306,4.379537136645286,,0.8965441346439019,4.379537136645286,1.422263321260333,62.0,0.6513630510346875,38.0
CC(CCC(=CF)C1CCCCC1O)CCC1CCCNC1.Cl,347.9459999999999,0.6781396254751252,5.008800000000006,6.0444231033325195,4.76837158203125e-07,0.950141851886576,1.0524744258075014,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0047,True,-8.12,5.955609436259182,4.1753279785750905,,,,0.08881366707333793,122.0,0.651265305359015,39.0
CC(C(N)O)C(C)C(O)C1CNC(=O)NC2CCCCC21,299.4150000000001,0.4837717476312319,0.38440000000000063,6.461155891418457,9.5367431640625e-07,0.5880605578422546,,multi_objective_5k_A100,multi_objective_5k_A100_0041,True,-12.74,9.344145839648029,4.848318825093079,,0.8651068201491259,4.848318825093079,2.8829899482295716,27.0,0.6505578675846182,40.0
O=C(O)C1=CC(C(O)C2=CC(O)CCCC2)CCCC1,280.364,0.6937334890456054,2.4098000000000006,6.251873016357422,9.5367431640625e-07,0.7482789158821106,,multi_objective_5k_A100,multi_objective_5k_A100_0064,True,-14.7,10.781706738055417,4.0891307284389455,,0.8507206868682491,4.0891307284389455,4.529833721697996,5.0,0.6495176621850356,41.0
CC1=CCC(N2NCN=C2C2CC=CCC2)CC1,245.36999999999998,0.757288994716787,3.0177000000000014,6.228457450866699,0.0,0.7687254548072815,,multi_objective_5k_A100,multi_objective_5k_A100_0093,True,-8.147,5.975412571084183,4.540053563876613,,0.8310829417577111,4.540053563876613,0.2530448797825162,121.0,0.6489008125056734,42.0
OC1NC(C2CCCCC2)C2CC3NNCC3C3CCCC1C32,319.493,0.5970978909989687,2.0018999999999996,6.467719078063965,4.76837158203125e-07,0.5836338400840759,,multi_objective_5k_A100,multi_objective_5k_A100_0051,True,-9.522,6.983905548283243,5.170530306405659,,0.8555565320261684,5.170530306405659,0.516186470219278,82.0,0.6488006382898079,43.0
CC1NC(C2CCNC2)COC1C(O)CC1CCCCC1,296.45500000000004,0.7386032440420439,1.6726999999999996,6.5168232917785645,9.5367431640625e-07,0.5515543818473816,,multi_objective_5k_A100,multi_objective_5k_A100_0014,True,-8.28,6.072961346333256,4.383925679601452,,0.8905505934454427,4.383925679601452,0.44386194544530877,113.0,0.6482762798073595,44.0
CC1CCCC(NNC(=O)NNC2=C3CC(N)C3CCC2)C1,307.442,0.5108837860776939,1.658699999999999,6.445866584777832,0.0,0.5985035300254822,,multi_objective_5k_A100,multi_objective_5k_A100_0021,True,-9.2,6.747734829259173,4.424330176377289,,0.8764522845268183,4.424330176377289,0.30186824448134075,90.0,0.6481469611021629,45.0
NC1C(O)CCC(C2CCCN(N3CCC(O)NC3)CC2)C1CNC1CCC(F)CC1,441.6360000000004,0.4368312081783223,1.1594000000000015,6.5611724853515625,9.5367431640625e-07,0.5240995287895203,,multi_objective_5k_A100,multi_objective_5k_A100_0018,True,-12.61,9.248797412712845,4.976982234374083,,0.8784951120286333,4.976982234374083,2.6876249273612824,29.0,0.6465185504198192,46.0
CC(=N)CCNC1CCC(ON)C(C2CCC(C3CCC(=O)CC3)C2)C1,363.54600000000005,0.4761195472729821,3.608970000000001,6.445251941680908,9.5367431640625e-07,0.5989271894441306,1.6696520338776213,generated_molecules_2k_run1,generated_molecules_2k_run1_0002,True,-9.35,6.857752244953616,4.495531012863882,,,,0.4125003032727079,84.0,0.6463704267746574,47.0
CC1CCC(C2NCCC3C2C2NCNC4NC(N5CCCC5)C3C42)CC1,373.5890000000001,0.5914175565718596,1.5231000000000021,6.069991588592529,1.430511474609375e-06,0.9225803613711677,1.083916417333845,generated_molecules_2k_run1,generated_molecules_2k_run1_0046,True,-10.29,7.547194716638793,5.248012513369394,,,,1.4772031280462636,73.0,0.6451640944041833,48.0
CN1CNC(C2=CNC3C(C(O)C(F)F)CCCC4CNC2C43)C1,342.43400000000014,0.5957240040411619,0.33350000000000035,6.4285888671875,0.0,0.6105279922485352,,multi_objective_5k_A100,multi_objective_5k_A100_0085,True,-12.99,9.527508199138767,5.594312378739044,,0.8342781856356994,5.594312378739044,3.098919331951267,24.0,0.6442951900089909,49.0
COCCC1NCCCN(CO)CC2NCNC(O)=C12,286.3760000000001,0.4493516840571916,-1.0748999999999977,6.378256320953369,4.76837158203125e-07,0.6469516754150391,,multi_objective_5k_A100,multi_objective_5k_A100_0065,True,-10.6,7.774564042407309,4.825589996327494,,0.8505142441917156,4.825589996327494,1.3963077214539394,67.0,0.643833743268794,50.0
CC1CC(C2C=CC=CCC2O)C(O)C(NC=N)O1,266.341,0.4492216324955774,0.7882699999999994,6.579503059387207,9.5367431640625e-07,0.5131548643112183,,multi_objective_5k_A100,multi_objective_5k_A100_0030,True,-12.56,9.212124940814697,5.256127216635694,,0.8723154294570148,5.256127216635694,2.6326218814274895,30.0,0.6438239836173856,51.0
CNC1CCC2=C1N(NC(C)O)C1CCNC1CC2CCC(O)O,340.468,0.36632863248293507,-0.3914999999999984,6.602118968963623,4.76837158203125e-07,0.4999660551548004,,multi_objective_5k_A100,multi_objective_5k_A100_0019,True,-11.83,8.676706851101741,5.207570585807096,,0.8777364681712484,5.207570585807096,2.0745878821381183,46.0,0.6435434231681391,52.0
C.CNC(C(C)CCO)C(O)C1=NC(C2CNC3CCN=CCC3N2)CCC1,395.5920000000001,0.4378353806401476,0.7466000000000027,6.367150783538818,9.5367431640625e-07,0.6552765225994703,1.526073291979114,generated_molecules_2k_run1,generated_molecules_2k_run1_0007,True,-12.1,8.874738199351738,5.514930679091601,,,,2.507587415812919,41.0,0.6431680383368905,53.0
CCNC1C2CCCCC2NC2CNC(NC3CCC4CCCCC4C3)CC21,388.64400000000006,0.5963094703573365,3.3792000000000018,6.3362531661987305,0.0,0.6790056824684143,,multi_objective_5k_A100,multi_objective_5k_A100_0081,True,-8.94,6.557037975388805,4.945298369500476,,0.8385448368513129,4.945298369500476,0.22078480919007415,94.0,0.6431495791778876,54.0
NCC1CCCC(C2C(O)CC3=CCCC(Oc4c[nH]c(=O)[nH]4)CNCCCC2C3)C1,432.60900000000026,0.4692249730331738,2.692600000000002,6.6800079345703125,1.430511474609375e-06,0.4570840001106262,,multi_objective_5k_A100,multi_objective_5k_A100_0043,True,-12.12,8.889407188110997,6.005415028768721,,0.863756786577599,6.005415028768721,2.209399253540685,40.0,0.6428703232650061,55.0
CCN1CCC2OCC3CC(C4CCNC4C)CC3C21,278.44,0.8372020586108818,2.1197999999999997,6.1007256507873535,4.76837158203125e-07,0.8905066656488689,1.1229562209636563,generated_molecules_2k_run1,generated_molecules_2k_run1_0041,True,-7.787,5.711370773417519,4.844800870218479,,,,0.38935487736983454,134.0,0.6402722222409428,56.0
CCC(C)C(C)CC=NCC1CCCC(N=C(O)O)CCCCN1,339.52400000000006,0.47832527380259704,4.282500000000003,6.164905548095703,9.5367431640625e-07,0.8270794417633517,1.2090736989762167,generated_molecules_2k_run1,generated_molecules_2k_run1_0029,True,-10.48,7.686550109851754,5.012452781027906,,,,1.5216445617560508,69.0,0.6386853175928181,57.0
COC1C(C)CC(C2N=CCC=CN2)C2C(O)C(O)CCC12,308.4220000000001,0.7189339364890169,1.3093000000000001,6.521811485290527,9.5367431640625e-07,0.5483959913253784,,multi_objective_5k_A100,multi_objective_5k_A100_0048,True,-14.47,10.613013367323939,5.343669561323589,,0.8594370235041809,5.343669561323589,4.0912018820334115,7.0,0.6385780437607149,58.0
CN1CCC2C1CNC1C(C3COC(=O)C3)N=C(CCN3CNC4CCC(O)CC43)N21,432.5690000000003,0.4960469484217502,-0.8309999999999929,6.612875461578369,4.76837158203125e-07,0.4938127100467682,,multi_objective_5k_A100,multi_objective_5k_A100_0036,True,-10.36,7.598536177296198,5.576764101287616,,0.8672172839100507,5.576764101287616,0.9856607157178292,70.0,0.6384646852075584,59.0
CC1C=CC(CC(=O)NC=CC2CCC(O)C(O)C2NC2CCO2)CCC1N,393.52800000000013,0.4257722746856384,0.772400000000002,6.126253128051758,4.76837158203125e-07,0.8647158827114714,1.1564492106520827,generated_molecules_2k_run1,generated_molecules_2k_run1_0038,True,-11.95,8.764720783657296,5.397345693827171,,,,2.638467655605538,43.5,0.6376392500931577,60.0
CC(=O)OC1CNC(CC=NC2CCCCCO2)C1.NCCCCO,357.49500000000006,0.36096157587146366,1.3752000000000006,6.2621283531188965,9.5367431640625e-07,0.7394959901904098,1.3522723764093894,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0015,True,-10.31,7.561863705398052,4.394241658789808,,,,1.2997353522791553,72.0,0.6360957948142791,61.0
C.CC.CC(N)=CC(C)O.CC1CC(CO)CCC=N1.OCC1NCNN1,391.6010000000002,0.3825754360222031,1.0898000000000023,6.0573954582214355,9.5367431640625e-07,0.9360569472716309,1.0683110711530392,generated_molecules_2k_run1,generated_molecules_2k_run1_0049,True,-10.16,7.451846289703609,4.2059465984851565,,,,1.3944508314821737,75.0,0.6351128215237234,62.0
CC1C=CC(=NCCC2=CC(F)CC2)C(C)NC(C)NCC(O)C(O)C=CC1.CCO,439.61600000000027,0.4358060399029308,2.6620999999999997,6.359246253967285,4.76837158203125e-07,0.6612670421600342,1.5122483968734741,generated5k,generated5k_0026,True,-11.96,8.772055278036925,5.930876540808862,,,,2.41280902406964,42.0,0.6351027644835672,63.0
CCCCOC(C(C)C)N(CN)C1CCCC(C(O)O)CC1.F,336.4920000000001,0.34228053340081827,2.4155000000000006,6.165431499481201,1.430511474609375e-06,0.8265787769834865,1.2098060437135785,generated_molecules_2k_run1,generated_molecules_2k_run1_0028,True,-10.08,7.393170334666572,4.070095652871628,,,,1.227738835185371,77.0,0.634705179200397,64.0
CC(O)CCC1C(NC2CCC(C3CCCCC3)C2)C12C(Cl)C2C1CCCCN1,423.08500000000015,0.5135691834275943,4.850100000000005,6.231225490570068,9.5367431640625e-07,0.7662795838578123,1.305006711735068,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0018,True,-10.04,7.363832357148054,5.348502607825199,,,,1.1326068665779854,78.0,0.633700460321932,65.0
CCNN(CC(O)O)CC1CC2CCCC(=O)NC3N=CNC(C1)C23,353.46700000000016,0.3220392418769037,-0.6076999999999975,6.689887523651123,4.76837158203125e-07,0.4519144594669342,,multi_objective_5k_A100,multi_objective_5k_A100_0013,True,-11.32,8.302647637740634,5.225911797379565,,0.891284049550797,5.225911797379565,1.612760114089511,53.0,0.6333472651393044,66.0
CCC12CCCC1CC(CC1NC3NC4SCOC(C)C4CC34SC14)C2,394.6500000000002,0.7019309527974765,4.180100000000003,6.444289684295654,4.76837158203125e-07,0.599591076374054,1.6678032875061035,generated5k,generated5k_0013,True,-9.311,6.829147716873061,6.588249962504935,,,,0.3848580325774069,87.0,0.6332628426838686,67.0
CC(O)CC(C)C=CNC1CC(=N)CC(=C=C2CC2C)C1F,306.425,0.6808371158359767,3.5084700000000026,6.191765308380127,4.76837158203125e-07,0.8018947050352235,1.2470465183531478,generated_molecules_2k_run1,generated_molecules_2k_run1_0023,True,-8.408,6.166842874392513,5.670134606088229,,,,0.024922433987613957,108.0,0.6303578850349583,68.0
CCCSC1CC(C2CCCC(Cl)C2)CCC1O,290.90000000000015,0.7717026992291336,4.456800000000004,6.3140482902526855,1.430511474609375e-06,0.6965878009796143,1.435569167137146,generated5k,generated5k_0042,True,-7.621,5.5896181667156695,4.1851497364778645,,,,0.7244301235370161,143.0,0.6301458675908035,69.0
C.C.CC(CC(CN)CC1=C(CO)C2CCCCC12)C(O)C1CCCCC1C.O,413.6870000000001,0.5020195366338441,4.721200000000005,6.174702167510986,9.5367431640625e-07,0.8178034083843203,1.2227877626184431,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0024,True,-8.824,6.471957840585103,4.771882853960409,,,,0.29725567307411627,97.0,0.6291445501845254,70.0
COC1CC(C)=CNC(C2CCCCC2)CNC2NN=CC3N=C4OCCC(=C4C32)C1,427.59300000000025,0.6315873085323513,2.8560000000000008,6.601088047027588,4.76837158203125e-07,0.5005598068237305,,multi_objective_5k_A100,multi_objective_5k_A100_0049,True,-13.96,10.238954153962831,5.795054237014071,,0.8579816567669984,5.795054237014071,3.6378661069352436,9.0,0.6290453522492606,71.0
COOC(C)C(C1CCCCCC1)N(C)C(N)O,260.37800000000004,0.32740384668508343,1.4583000000000002,6.190271377563477,9.5367431640625e-07,0.8032751083374023,,multi_objective_5k_A100,multi_objective_5k_A100_0084,True,-10.18,7.466515278462867,4.209324236590444,,0.8345439892387445,4.209324236590444,1.2762439008993907,74.0,0.6288382769404376,72.0
CCCNCC1CCC2C(=N1)OC1NCC=CCC(C)CCC3C(N)NC2N13,390.5760000000003,0.42794535766184777,1.327400000000003,6.5090250968933105,1.430511474609375e-06,0.5565285537643714,1.7968529974535503,generated_molecules_2k_gpu1,generated_molecules_2k_gpu1_0005,True,-11.04,8.097281795111007,5.937578802699071,,,,1.5882566982176964,58.0,0.6284138353043406,73.0
ONC1CC(O)C(N2CCNC2)C2CNC(C3CCC(F)CC3)CC12,356.4860000000001,0.47281079393974257,0.4523000000000028,6.407786846160889,4.76837158203125e-07,0.6253261566162109,,multi_objective_5k_A100,multi_objective_5k_A100_0067,True,-9.252,6.785874200033247,5.0524542915809985,,0.8484845479848853,5.0524542915809985,0.3780873538723579,88.0,0.6279244586618796,74.0
O=C(C1CCCCC1)N1CCOC(C2CCCC2C2C(O)=NC(C(O)O)C3OC(O)CCCN32)C1O,511.61600000000044,0.33522463413243386,0.3037000000000023,6.339846611022949,0.0,0.6762023568153381,,multi_objective_5k_A100,multi_objective_5k_A100_0095,True,-12.24,8.977421120666552,5.203568457374765,,0.8306231950943831,5.203568457374765,2.6375745096436027,36.5,0.6277438274444511,75.0
CC(C)O.CNC1CN(N)C=C(CCC(C)C)C2CC2(Cl)N1.N,349.9510000000002,0.30208060405107634,2.1350000000000007,6.406609535217285,4.76837158203125e-07,0.62617427110672,1.5969995260238647,generated5k,generated5k_0017,True,-11.2,8.21463370518508,5.0597126196359685,,,,1.8080241699677941,54.0,0.6273828619020982,76.0
